Fz,Cz,Pz,C3,T3,C4,T4,Fp1,Fp2,F3,F4,F7,F8,P3,P4,T5,T6,O1,O2,Class
121,156,52,50,126,236,236,163,126,89,163,126,52,126,126,163,121,332,332,c
121,156,126,85,236,273,347,89,126,16,52,16,16,-20,-57,16,50,261,191,c
85,15,52,-55,163,126,273,-20,89,-167,89,16,16,16,16,16,191,226,297,c
261,261,200,156,310,273,384,163,200,16,200,163,89,200,126,200,226,297,297,c
156,85,52,15,126,16,273,-57,89,-94,16,16,-20,-57,-20,16,85,50,121,c
191,121,126,85,163,16,200,-20,163,16,126,163,16,126,163,163,261,191,261,c
191,226,200,85,163,52,236,16,163,126,16,89,16,52,89,163,121,85,156,c
85,85,89,-125,52,-167,89,-167,126,-20,-57,-20,-57,-20,52,52,121,-55,85,c
332,332,200,85,126,-20,52,-20,200,89,163,89,52,89,163,163,156,-19,50,c
297,121,52,-125,-94,-204,-131,-167,89,-57,16,-131,-20,-131,16,-57,15,-266,-125,c
297,121,89,-19,-94,-131,-204,-94,163,16,236,89,89,52,163,89,156,-160,15,c
367,261,200,261,16,89,-94,52,200,89,200,126,126,52,126,16,121,-125,-19,c
191,15,126,191,-94,16,-131,-94,89,-167,126,52,89,-94,89,-131,191,-160,15,c
332,226,310,332,163,273,89,126,236,89,310,200,236,126,273,126,297,121,261,c
191,121,126,85,126,200,163,52,236,89,52,-57,126,-57,52,16,50,50,156,c
121,50,52,15,200,200,236,126,273,52,163,16,163,89,163,126,156,261,367,c
297,191,200,156,384,384,457,310,310,126,200,89,273,200,200,163,121,437,367,c
156,15,89,-90,310,163,420,126,163,-20,52,-94,163,-20,89,16,85,297,332,c
297,156,236,50,420,310,494,273,384,236,273,126,273,200,310,310,226,473,473,c
226,85,163,15,273,200,457,236,420,347,126,-57,163,52,126,163,15,332,332,c
156,-19,89,-55,200,89,347,200,531,420,200,-20,200,89,200,200,156,367,402,c
226,226,273,121,310,200,420,347,641,568,236,52,310,200,273,347,156,402,402,c
85,121,89,-55,89,-20,273,163,384,200,52,-94,236,16,126,163,121,191,191,c
191,226,273,121,200,52,236,273,310,236,273,126,310,273,273,384,332,297,297,c
191,121,273,85,163,16,200,236,273,273,126,16,236,163,89,236,121,85,121,c
85,-90,89,-160,16,-167,16,89,163,126,126,16,163,126,89,200,50,-19,121,c
191,121,163,-19,89,52,16,310,200,273,200,163,236,273,200,347,-19,50,85,c
15,-19,-57,-160,-94,-94,-94,126,52,52,16,-20,126,16,16,89,-125,-195,-90,c
50,85,52,15,16,89,-94,236,89,52,236,163,200,236,200,236,121,15,121,c
85,191,126,156,89,200,52,310,89,126,163,126,200,163,126,236,50,50,50,c
-55,-55,-57,50,-57,89,-20,163,-57,-20,89,52,126,52,89,126,121,15,50,c
121,121,163,332,163,347,163,347,52,200,273,310,273,310,310,273,261,297,191,c
50,-19,126,191,163,310,236,236,-20,89,126,126,200,126,200,89,191,226,121,c
85,15,273,191,273,347,273,273,16,126,310,200,273,273,384,236,367,367,297,c
156,156,420,367,347,457,347,384,89,200,310,163,347,273,310,236,297,332,226,c
15,50,310,226,163,236,200,163,-20,16,236,89,273,163,200,89,332,156,156,c
156,332,494,508,310,347,236,273,89,200,420,384,347,384,347,310,508,297,261,c
156,226,420,437,200,200,200,163,-57,126,200,200,236,163,89,89,332,121,50,c
191,156,420,437,200,126,89,89,-94,52,310,310,273,236,200,89,508,156,156,c
297,367,531,578,310,236,163,200,52,200,310,347,273,310,236,163,402,191,121,c
85,156,236,297,89,-57,52,-20,-20,16,89,163,126,89,126,-20,226,15,15,c
121,226,310,332,126,16,52,89,89,126,236,347,236,310,273,200,297,156,121,c
50,121,273,226,52,-57,52,16,16,52,126,200,163,163,89,-20,121,-19,-90,c
-19,50,200,121,16,-94,-57,-57,-20,-94,200,273,163,163,163,-57,226,15,-19,c
156,261,347,332,200,200,89,163,89,89,310,384,236,273,236,126,226,121,15,c
15,50,126,121,89,52,52,16,-20,-20,126,89,126,16,89,-57,121,-19,-90,c
85,85,200,261,163,200,89,163,126,89,310,236,200,236,273,163,261,226,156,c
85,156,200,297,200,273,163,236,126,126,126,163,126,163,163,89,85,191,50,c
-19,50,89,121,89,163,89,89,-20,-20,126,200,89,126,163,52,191,191,121,c
156,261,347,367,273,420,236,310,89,200,310,347,200,310,236,236,297,367,226,c
121,121,273,261,200,310,236,200,52,52,200,163,163,89,52,16,261,191,191,c
226,191,384,402,347,384,273,236,163,126,420,347,273,273,273,163,437,367,332,c
261,332,420,508,384,384,347,273,163,200,310,347,273,236,200,163,297,297,191,c
121,156,163,332,200,126,163,52,52,16,163,236,163,126,163,52,261,156,121,c
191,332,236,473,310,273,200,200,163,163,236,384,200,347,310,273,261,297,156,c
15,121,16,156,89,89,126,52,89,89,-57,52,52,52,52,89,-19,121,15,c
-55,85,16,50,89,52,52,52,163,163,89,126,52,126,163,236,121,191,156,c
85,191,126,156,163,126,126,163,236,236,89,163,89,163,89,236,15,156,50,c
-55,-55,-94,-55,-20,-57,-20,-20,126,52,16,52,-20,52,-20,126,-90,-19,-55,c
15,85,-57,121,52,163,-20,163,310,384,163,200,52,273,163,384,-19,156,50,c
-55,-19,-167,15,-94,126,-20,126,273,347,-57,-20,-20,52,-20,273,-195,-19,-90,c
-19,-55,-94,-55,-57,89,-20,89,310,163,89,52,16,126,163,310,50,15,121,c
191,191,163,156,163,273,163,236,420,310,163,200,163,236,236,347,85,85,156,c
50,-19,-20,-55,52,89,126,52,310,200,-57,52,52,52,89,163,-19,-19,121,c
85,85,16,121,200,273,200,200,310,310,126,236,126,310,273,347,121,261,297,c
15,85,-57,85,163,310,273,200,200,163,-20,89,126,163,89,163,-55,226,156,c
-55,-55,-94,-19,126,200,126,89,126,16,89,126,163,163,163,200,15,156,156,c
261,297,126,156,200,347,163,236,163,236,273,273,200,273,236,347,50,226,121,c
261,261,16,-55,89,126,52,52,16,16,126,126,126,89,89,126,-55,85,50,c
332,402,163,121,200,273,163,200,200,89,310,347,236,310,310,273,85,297,261,c
297,402,126,191,200,310,236,236,310,200,163,200,200,200,200,236,-55,261,121,c
156,156,-20,50,89,89,126,89,273,163,126,89,126,163,200,163,15,226,156,c
261,332,163,226,236,273,200,273,347,347,273,236,236,347,310,310,50,367,156,c
121,191,52,15,52,16,89,52,163,89,89,16,89,89,89,52,-90,121,-55,c
85,191,52,85,52,52,-20,89,163,126,236,200,163,273,236,200,85,191,85,c
121,226,126,156,52,163,52,236,200,273,126,200,126,273,200,236,-19,121,50,c
15,15,-20,-55,-94,-20,-20,89,163,126,89,163,89,163,163,126,15,15,85,c
226,261,163,191,126,200,126,273,347,273,273,384,200,347,310,236,156,191,226,c
156,156,52,121,52,126,163,163,310,126,89,163,126,126,126,-20,50,50,85,c
50,15,16,50,89,163,126,200,420,163,163,163,126,200,236,126,85,156,191,c
85,85,52,121,163,310,200,384,531,384,163,126,163,200,273,200,-90,226,156,c
-55,-125,-94,-90,16,89,126,236,420,273,52,-57,126,-20,163,89,-125,121,121,c
121,85,52,156,163,310,200,420,494,384,236,163,200,200,310,310,50,332,297,c
121,15,-20,156,126,236,236,347,310,236,16,16,89,-20,89,126,-90,226,156,c
50,-55,-94,85,163,163,236,273,310,200,126,52,126,16,200,200,85,261,367,c
156,191,89,261,347,347,420,457,420,384,200,126,236,126,273,310,121,367,402,c
-19,-19,-20,50,200,163,347,236,310,89,-20,-20,126,-57,89,89,15,191,297,c
50,15,89,121,273,236,310,347,384,273,126,163,163,163,236,420,121,297,402,c
15,15,16,85,163,163,273,273,310,310,-20,16,89,16,52,310,-90,156,191,c
-55,-55,-131,15,16,16,126,126,163,52,-20,52,16,16,52,200,15,121,226,c
121,191,16,297,163,236,236,236,200,200,126,236,126,200,163,347,85,261,261,c
-19,-55,-57,156,52,16,163,16,89,52,-57,52,52,-94,-20,200,50,50,85,c
85,50,126,261,126,16,126,52,126,89,163,310,126,52,163,273,297,85,156,c
191,261,236,332,126,52,89,52,126,89,89,273,89,-57,52,126,191,-19,-55,c
121,121,126,191,16,-57,-57,-94,89,-20,89,200,52,-131,16,89,297,-55,-55,c
297,261,310,473,236,200,89,126,273,200,310,347,200,89,236,347,402,121,50,c
191,121,236,297,163,52,89,16,52,-20,126,126,126,-94,16,126,226,-55,-90,c
226,191,273,261,200,89,16,52,52,-20,236,273,126,52,126,200,297,15,50,c
297,332,310,261,236,163,126,163,126,52,126,200,126,16,16,126,156,15,15,c
156,50,163,50,126,16,52,16,-20,-167,52,52,89,-131,-20,16,191,-19,121,c
297,226,384,261,384,273,273,273,163,163,273,236,236,126,200,347,402,191,402,c
297,191,310,156,384,236,384,273,163,126,126,126,163,-57,52,163,226,85,297,c
226,156,200,156,273,200,310,273,163,89,163,273,89,52,89,126,261,191,367,c
226,261,236,261,273,273,347,347,200,310,126,236,126,89,52,163,156,191,332,c
156,50,89,15,126,-20,236,89,236,310,89,16,89,-131,52,126,156,15,332,c
367,226,310,191,310,89,347,236,494,568,347,200,273,163,310,384,367,191,473,c
367,226,273,156,236,-20,310,163,310,384,163,126,200,-20,89,89,156,15,226,c
261,156,163,-19,126,-167,89,-57,52,126,200,126,200,-57,89,-57,156,-19,191,c
332,332,236,50,200,-57,89,-20,89,384,236,89,236,-20,126,89,85,15,85,c
156,50,89,-231,89,-278,52,-278,52,310,89,-94,126,-204,-20,-131,15,-160,-55,c
261,85,236,-55,273,-131,163,-241,236,420,347,126,200,16,200,-20,261,15,121,c
297,50,273,-55,273,-94,200,-278,89,273,200,16,126,-131,16,-241,85,-125,-55,c
156,-125,89,-231,89,-241,-20,-425,-131,16,126,-20,16,-204,-20,-351,85,-231,-90,c
226,50,163,-125,200,-94,89,-204,16,310,200,52,89,-57,126,-167,85,-160,50,c
85,-195,16,-336,89,-278,89,-315,16,236,52,-204,-20,-315,-20,-351,15,-371,15,c
85,-266,52,-301,126,-204,52,-278,52,236,163,-167,16,-241,163,-241,156,-231,191,c
121,-266,89,-336,163,-241,89,-278,-57,236,89,-315,-20,-425,89,-388,15,-336,85,c
-19,-512,16,-618,89,-425,16,-425,-241,126,89,-499,-57,-535,52,-535,15,-407,226,c
50,-407,236,-512,347,-204,236,-167,16,457,273,-425,89,-315,236,-278,85,-231,402,c
-125,-583,52,-723,273,-351,273,-315,16,347,16,-572,-20,-535,89,-499,-90,-477,261,c
-125,-547,89,-759,273,-462,163,-425,52,273,163,-425,16,-425,236,-462,50,-477,367,c
-90,-477,126,-688,310,-425,236,-388,89,347,89,-425,89,-499,236,-462,-55,-512,261,c
-336,-794,-131,-935,89,-646,126,-609,16,236,-94,-609,-20,-646,200,-572,-125,-653,191,c
-266,-653,-20,-688,126,-499,126,-462,16,420,52,-425,52,-425,347,-388,-19,-477,226,c
-371,-759,-167,-794,-57,-646,16,-609,-131,531,-167,-646,-57,-609,52,-535,-266,-618,15,c
-442,-794,-131,-794,-57,-683,-57,-646,-57,604,16,-535,-20,-462,163,-425,-125,-477,156,c
-336,-583,89,-653,126,-462,163,-499,52,752,126,-462,52,-351,200,-388,-90,-371,191,c
-371,-759,16,-864,52,-646,163,-683,-57,531,52,-572,-20,-535,126,-572,-55,-477,226,c
-231,-547,236,-583,273,-388,310,-425,52,752,273,-278,163,-241,347,-351,156,-160,402,c
-266,-407,163,-371,273,-241,347,-315,-20,862,89,-241,126,-351,163,-425,85,-160,226,c
-301,-301,126,-195,236,-204,273,-278,-94,788,163,-94,126,-241,163,-351,297,-90,332,c
-90,50,347,121,384,52,347,-20,16,972,310,52,200,-20,236,-167,367,15,402,c
-160,-90,236,-90,236,-167,273,-167,-57,936,163,-131,89,-204,52,-315,261,-160,297,c
-90,15,347,-19,310,-20,273,16,126,1156,347,89,163,89,273,16,367,50,508,c
-125,50,347,50,310,89,384,163,163,1193,236,89,200,89,236,16,226,15,437,c
-266,15,273,-55,273,16,273,126,52,862,273,89,200,89,273,-20,297,50,437,c
-231,297,420,156,384,273,310,310,89,936,384,236,236,310,310,163,297,226,367,c
-407,121,200,-19,163,126,163,163,-94,715,126,-20,52,89,52,16,156,50,191,c
-371,121,236,50,236,200,200,236,-20,678,273,126,89,384,236,200,332,226,367,c
-266,191,273,156,273,310,310,273,16,641,200,89,126,347,200,163,191,226,261,c
-301,85,200,-19,200,126,273,89,-20,384,236,126,163,236,236,16,191,191,332,c
-90,332,384,226,384,347,384,310,126,531,420,384,310,457,384,200,226,437,367,c
-195,226,126,121,163,236,273,200,-131,384,126,200,126,236,126,52,-19,261,85,c
-266,261,52,156,16,200,52,200,-204,384,163,273,89,384,163,273,85,297,50,c
-160,402,163,332,16,310,16,236,-94,347,163,273,89,457,126,310,50,226,-90,c
-195,191,89,121,-94,89,-94,16,-167,-94,89,163,16,273,89,89,121,15,-125,c
15,402,310,332,89,273,52,200,-94,16,310,347,163,457,310,273,261,191,50,c
-19,297,163,156,16,163,16,126,-131,-57,89,89,89,200,126,163,50,50,-90,c
-19,226,89,156,16,126,-57,126,-131,-167,163,163,163,310,236,236,156,191,50,c
85,402,236,402,200,347,126,347,-20,-94,236,310,236,420,273,310,121,297,85,c
-55,261,89,191,126,200,126,200,-167,-351,89,126,163,236,126,52,50,226,85,c
85,437,236,297,273,384,200,420,-20,-278,273,310,236,494,310,236,191,473,332,c
85,367,200,261,236,420,273,420,-20,-351,89,163,126,347,89,126,50,367,226,c
50,226,163,191,163,384,236,310,-20,-425,89,273,89,420,89,163,191,437,367,c
191,473,273,437,310,604,420,494,126,-204,163,420,163,568,200,310,226,578,402,c
85,297,89,191,163,347,384,310,16,-388,-20,200,126,310,52,126,156,367,332,c
191,297,200,261,273,420,420,384,163,-278,236,310,273,494,273,310,367,543,508,c
191,261,273,261,273,420,457,384,200,-204,126,200,236,384,163,236,261,402,297,c
121,297,163,156,89,200,200,126,16,-351,89,200,163,273,126,89,261,297,156,c
402,649,347,437,126,347,163,236,52,-131,236,384,236,420,236,200,297,367,85,c
332,473,200,261,-94,89,16,-20,-57,-241,52,163,126,126,52,-20,121,85,-125,c
332,473,200,332,-131,89,-131,-20,16,-94,236,310,126,310,163,163,226,121,-90,c
332,508,163,367,-131,126,-131,16,52,126,126,200,89,273,16,200,15,50,-266,c
156,261,-20,121,-241,-94,-278,-167,16,16,16,52,16,89,-20,52,50,-90,-301,c
332,437,163,332,-57,126,-204,52,200,236,163,236,126,273,126,273,191,121,-195,c
226,297,16,191,-131,89,-167,-20,126,126,-57,52,52,89,-57,52,-19,15,-301,c
191,226,52,156,-57,89,-131,52,89,52,52,163,163,200,89,163,85,191,-55,c
332,332,200,297,163,273,89,236,163,163,52,126,273,236,89,236,50,261,15,c
156,50,89,121,89,89,89,126,126,-20,-20,-20,200,52,-20,126,85,191,50,c
261,226,273,367,310,347,236,384,347,200,200,200,347,273,236,420,261,437,261,c
156,261,163,261,236,310,310,347,420,163,16,52,310,126,89,273,85,332,156,c
121,261,126,191,200,273,236,310,457,-20,126,163,384,236,163,310,226,367,261,c
297,437,273,367,310,457,347,531,568,89,163,273,420,347,236,457,226,402,261,c
156,156,52,191,89,273,163,310,420,-94,-20,126,273,163,52,310,121,191,85,c
226,332,163,402,126,384,126,384,457,16,126,384,347,384,236,494,226,332,121,c
156,367,89,402,16,347,89,273,347,-94,-94,236,236,236,52,310,15,156,-160,c
15,226,-57,191,-131,163,-131,126,273,-278,-94,200,163,236,89,310,85,50,-125,c
85,402,52,367,-20,310,-57,273,310,-131,52,347,200,420,163,531,50,85,-160,c
-301,191,-131,156,-241,52,-241,52,89,-315,-57,126,126,163,-57,273,-90,-125,-371,c
-336,226,16,261,-167,89,-278,89,126,-315,200,273,236,310,126,420,85,50,-231,c
-231,261,89,261,-131,126,-204,89,126,-315,126,200,200,236,16,347,-19,15,-371,c
-231,85,-57,85,-204,-20,-278,-57,16,-535,89,163,126,163,16,200,50,15,-301,c
15,367,163,297,16,236,-57,163,126,-315,273,347,200,347,126,347,156,261,-55,c
-55,261,16,156,16,163,52,126,89,-315,52,126,89,89,-57,163,15,191,-19,c
-19,261,52,226,126,310,126,310,200,-204,200,273,163,273,89,347,191,437,261,c
85,297,126,367,273,494,347,494,310,-94,163,310,273,310,89,347,156,473,297,c
-19,121,16,156,200,310,310,310,200,-278,126,200,273,200,89,236,156,437,367,c
156,297,200,367,420,531,457,531,347,-94,347,384,420,457,273,457,261,649,543,c
85,156,89,261,310,457,457,494,273,-167,163,200,347,273,89,310,121,473,437,c
156,191,163,297,347,457,420,531,310,-167,310,347,420,420,236,420,297,578,578,c
297,437,347,473,494,604,531,641,347,-20,347,420,457,457,273,457,226,613,473,c
191,261,200,261,273,347,384,420,236,-241,200,310,273,273,163,273,156,402,332,c
367,402,310,473,310,457,310,531,347,-57,384,531,310,494,310,531,297,508,332,c
367,367,273,437,126,347,126,384,200,-57,200,384,200,310,126,420,85,261,-19,c
261,297,236,332,16,200,-57,236,89,-167,273,384,163,310,236,457,191,261,-55,c
332,473,347,473,126,384,16,384,163,-20,310,457,236,420,273,494,121,367,-90,c
156,297,163,261,-57,163,-57,163,52,-241,52,273,89,236,126,273,121,156,-195,c
332,402,310,473,89,310,-20,273,126,-131,236,457,126,457,236,457,402,332,15,c
578,473,347,543,126,310,89,236,126,-94,163,347,89,273,89,384,332,261,-55,c
543,367,273,473,126,236,89,163,163,-131,200,384,89,273,126,384,437,332,85,c
684,649,420,719,310,494,236,420,310,52,310,531,163,457,236,494,437,473,191,c
543,543,200,508,163,347,163,310,126,-131,126,347,89,273,52,310,191,332,85,c
543,543,236,543,236,457,163,457,200,16,273,494,200,494,236,531,297,473,261,c
473,543,236,508,273,568,273,604,347,200,126,347,200,384,163,494,85,437,191,c
297,261,16,261,126,420,163,494,310,52,89,236,163,273,163,384,85,437,332,c
402,437,200,508,347,715,347,752,384,236,273,420,310,494,347,494,191,684,508,c
332,226,89,402,310,604,420,678,273,126,89,236,273,273,200,310,50,543,402,c
332,226,89,402,347,604,420,752,347,236,200,347,273,420,347,457,121,649,543,c
332,367,89,437,310,678,420,825,420,384,89,310,236,420,273,494,-125,613,402,c
156,121,-131,156,52,384,200,531,420,236,-20,200,89,310,163,347,-195,437,261,c
226,261,16,297,126,420,163,568,604,420,163,347,200,494,273,604,-125,473,261,c
85,121,-94,121,-57,236,52,384,568,310,-57,126,52,273,52,420,-266,226,50,c
15,15,-131,156,-57,200,-20,347,568,236,16,236,89,347,163,494,-55,261,121,c
156,156,52,367,89,347,89,457,641,347,52,273,163,347,200,531,-19,297,50,c
85,-19,-94,191,-94,126,-57,236,457,89,-94,126,89,163,89,273,-55,121,-55,c
191,156,52,402,52,310,-20,384,457,89,52,384,126,384,273,420,121,297,121,c
121,121,-20,297,-20,310,52,384,384,52,-94,236,52,273,89,310,-55,191,15,c
50,15,-94,50,-20,273,16,347,310,-57,-20,273,52,347,163,384,50,297,226,c
261,226,89,121,163,494,236,568,347,89,163,347,200,494,236,494,50,473,332,c
121,15,-57,-125,89,310,236,420,163,-94,52,126,200,273,126,310,-19,332,297,c
226,85,89,-19,236,494,310,604,236,-20,236,310,310,531,347,531,121,543,508,c
261,121,89,15,236,531,347,641,236,16,126,236,273,420,200,457,15,508,367,c
156,-19,16,-55,200,384,273,531,163,-20,126,200,273,384,236,420,191,473,473,c
297,261,273,261,420,604,457,752,310,200,273,347,384,568,347,604,332,613,543,c
226,156,163,85,273,384,384,568,200,16,52,163,236,347,163,347,191,367,367,c
297,226,273,85,273,384,273,531,273,52,236,384,273,531,310,494,297,437,402,c
332,332,310,121,236,347,236,531,236,126,126,347,236,457,200,457,121,332,156,c
121,121,163,-55,52,126,52,310,126,-57,89,200,163,310,163,310,191,156,121,c
261,332,310,191,163,273,89,420,236,52,200,347,236,494,310,457,297,191,85,c
156,191,126,15,-94,52,-94,163,126,-131,-57,126,126,200,89,236,121,-90,-195,c
121,156,89,15,-131,-20,-278,89,52,-94,16,236,89,273,163,347,226,-55,-195,c
156,367,163,191,-94,163,-204,200,89,52,-20,310,89,273,89,347,156,15,-266,c
156,261,89,121,-94,89,-204,52,52,-57,16,273,52,163,89,273,297,-19,-160,c
437,402,457,402,273,310,89,236,347,163,384,457,310,384,420,531,543,191,121,c
437,261,420,226,310,236,163,126,310,89,273,236,273,163,200,347,367,85,15,c
332,156,310,85,273,200,89,126,236,-94,310,310,236,273,200,347,332,156,156,c
332,226,310,191,273,384,163,310,163,-57,200,310,163,347,163,384,156,226,121,c
85,-19,16,-19,52,200,52,126,16,-241,16,163,52,126,16,200,15,50,50,c
191,85,89,121,200,310,163,273,236,-57,200,310,163,347,236,457,156,226,261,c
156,50,52,50,126,200,200,200,200,-131,52,52,89,163,89,273,-19,50,50,c
121,-55,-20,-125,-20,-20,16,-20,52,-351,89,16,52,126,89,163,50,-55,50,c
297,191,163,50,89,89,16,89,126,-131,200,126,126,236,200,310,15,50,-19,c
121,-19,16,-195,-94,-167,-131,-94,-20,-241,16,-57,16,16,52,163,-160,-125,-195,c
156,15,89,-160,16,-94,-94,-20,89,-167,200,126,126,200,236,310,-19,-90,-90,c
156,85,89,-125,16,-131,-94,-131,52,-241,89,89,89,89,89,52,-195,-231,-371,c
50,15,-94,-160,-131,-241,-315,-351,-57,-462,52,89,52,16,52,-20,-90,-266,-442,c
191,226,126,85,52,52,-167,-131,126,-204,200,200,126,236,163,200,85,-125,-301,c
156,15,52,-55,-20,-94,-94,-241,126,-241,52,-20,16,52,-57,52,50,-266,-301,c
261,50,126,50,52,16,-57,-131,126,-131,236,126,16,236,89,163,226,-55,-55,c
332,121,163,261,89,200,52,52,126,-57,163,126,52,126,16,52,121,50,-55,c
191,-19,16,156,52,52,52,-57,-20,-204,163,126,16,-20,-20,-131,156,50,50,c
332,297,200,402,236,310,200,200,126,-20,347,310,200,200,200,52,261,297,226,c
226,121,52,226,126,200,236,126,89,-57,89,89,126,-20,52,-57,15,156,121,c
121,50,16,226,126,236,200,200,163,52,163,200,200,126,236,163,85,332,297,c
121,226,89,332,236,384,347,347,126,163,52,200,200,200,200,200,-19,367,261,c
15,50,-94,50,126,163,236,163,-20,-57,-94,52,126,16,89,16,-90,297,261,c
191,261,52,261,236,347,310,384,126,126,89,236,200,273,273,273,15,508,367,c
121,226,-57,226,163,236,310,273,52,163,-57,126,163,126,126,163,-125,367,226,c
50,121,-20,226,200,126,273,236,126,89,52,200,200,236,273,236,85,367,332,c
191,261,163,402,310,273,384,384,273,236,52,236,200,347,310,310,156,367,332,c
85,50,-20,226,89,52,236,126,163,16,-131,89,52,126,89,52,121,121,156,c
191,191,163,437,163,236,200,200,236,126,89,310,126,347,236,236,297,261,226,c
156,226,126,437,126,236,126,126,163,126,-57,236,52,200,89,163,121,121,-19,c
15,85,89,332,52,163,16,52,126,126,16,236,16,200,89,200,261,121,85,c
156,226,310,613,236,457,163,310,273,457,163,384,126,347,200,384,332,261,121,c
85,121,200,473,126,310,89,163,163,236,16,163,52,126,52,163,261,156,15,c
226,297,347,613,273,384,89,273,236,236,200,384,126,310,236,273,402,332,156,c
261,367,347,578,273,384,163,310,236,310,89,310,89,236,89,200,191,226,50,c
85,191,163,332,163,163,52,163,89,200,52,236,52,200,16,163,156,191,85,c
156,332,273,508,310,384,163,384,163,420,163,384,163,420,163,457,156,402,226,c
50,121,126,332,200,236,236,273,200,273,16,163,163,163,52,236,85,261,261,c
